Date,Status,Fulfilment,Ship_Service_Level,Category,Size,Amount,Ship_City,Ship_State,B2B
2022-04-29,Shipped,Merchant,Standard,Kurta,S,259,Kancheepuram,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,M,283,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Top,S,396,Pune,Maharashtra,False
2022-04-29,Cancelled,Amazon,Expedited,Kurta,3XL,471,"Bangalore, Karnataka",Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,L,486,Tiruchirappalli,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Top,S,339,Tirunelveli,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,353,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,L,429,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Top,S,493,Nashik,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Top,XL,487,Kalyan,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,399,Mangaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XS,383,Maheswaram Mandal,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,L,486,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,352,Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Top,S,432,Pune,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,L,399,Andipatti Jakkampatti,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,3XL,487,Thane,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XS,363,Arakonam,Tamil Nadu,False
2022-04-29,Shipped,Merchant,Standard,Kurta,3XL,368,Bengaluru,Karnataka,False
2022-04-29,Shipped,Merchant,Standard,Kurta,3XL,477,Bengaluru,Karnataka,False
2022-04-29,Shipped,Merchant,Standard,Kurta,M,499,Puttur,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Top,3XL,329,Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,S,459,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,M,363,Jangaon,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,353,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,3XL,399,Hyderabad,Telangana,False
2022-04-29,Cancelled,Amazon,Expedited,Top,XXL,487,Pune,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,458,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,349,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,471,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,L,429,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Merchant,Standard,Kurta,XXL,474,Navi Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,471,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Top,XL,487,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,M,399,Belagavi,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,376,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,399,Mumbai,Maharashtra,False
2022-04-29,Shipped,Merchant,Standard,Kurta,S,299,Navi Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,M,353,Mandya,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XS,432,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,3XL,399,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,3XL,376,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,3XL,475,Navi Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,S,458,Navi Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,L,442,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,399,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Merchant,Standard,Kurta,XXL,286,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Merchant,Standard,Kurta,L,399,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Merchant,Standard,Kurta,L,353,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,S,329,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,S,345,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,3XL,406,Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,399,Jalna,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,3XL,376,Hubballi,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,399,Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,459,Bengaluru,Karnataka,False
2022-04-29,Shipped,Merchant,Standard,Kurta,M,316,Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,406,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,459,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Top,XXL,487,Bengaluru,Karnataka,False
2022-04-29,Cancelled,Amazon,Expedited,Kurta,M,471,Coimbatore,Tamil Nadu,False
2022-04-29,Shipped,Merchant,Standard,Kurta,3XL,342,Bengaluru,Karnataka,False
2022-04-29,Shipped,Merchant,Standard,Kurta,XXL,474,Thane,Maharashtra,False
2022-04-29,Shipped,Merchant,Standard,Kurta,XL,487,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,M,432,Thane,Maharashtra,False
2022-04-29,Shipped,Merchant,Standard,Kurta,M,362,Thane,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,M,487,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Standard,Kurta,XL,399,Pune,Maharashtra,False
2022-04-29,Cancelled,Amazon,Expedited,Kurta,M,353,Vikarabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,M,352,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,M,353,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,363,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,L,353,Konavattam,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,486,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,376,Sulur,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,353,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,3XL,329,Nashik,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,375,Belagavi,Karnataka,False
2022-04-29,Cancelled,Amazon,Expedited,Kurta,3XL,329,Nashik,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Bottom,M,284,Vellichantai,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,487,Pune,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,376,Hyderabad,Telangana,False
2022-04-29,Shipped,Merchant,Standard,Kurta,M,495,Navi Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,487,Thiruvallur,Tamil Nadu,True
2022-04-29,Shipped,Amazon,Expedited,Kurta,M,342,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,376,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,3XL,376,Pimpri Chinchwad,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,L,435,Thane,Maharashtra,False
2022-04-29,Cancelled,Amazon,Expedited,Kurta,M,249,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,459,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,399,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,399,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,S,435,Pune,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,M,435,Bodinayakanur,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Set,XS,453,Hyderabad,Telangana,False
2022-04-29,Shipped,Merchant,Standard,Kurta,S,368,Nagpur,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Top,M,463,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,3XL,459,Thane,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Top,S,359,Pune,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Top,XS,377,Pune,Maharashtra,False
2022-04-29,Shipped,Merchant,Standard,Top,XS,399,Pune,Maharashtra,False
2022-04-29,Shipped,Merchant,Standard,Top,XS,259,Pune,Maharashtra,False
2022-04-29,Shipped,Merchant,Standard,Top,XS,391,Pune,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,L,435,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Blouse,Free,383,Pune,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,3XL,399,Mysuru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,376,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Set,M,455,Yavatmal,Maharashtra,False
2022-04-29,Shipped,Merchant,Standard,Set,XL,449,Pudukkottai,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,S,419,Jalgaon,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,L,376,Pune,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Top,XL,348,Coimbatore,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,3XL,406,Hyderabad,Telangana,False
2022-04-29,Shipped,Merchant,Standard,Kurta,S,487,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,S,399,Bengaluru,Karnataka,False
2022-04-29,Shipped,Merchant,Standard,Kurta,XS,280,Madurai,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XS,291,Madurai,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,429,Ratnapur,Telangana,False
2022-04-29,Cancelled,Amazon,Expedited,Kurta,XL,435,Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,459,Aurangabad,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,3XL,376,Secunderabad,Telangana,False
2022-04-29,Shipped,Merchant,Standard,Kurta,XXL,459,Hyderabad,Telangana,False
2022-04-29,Shipped,Merchant,Standard,Kurta,XXL,283,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,M,352,"Navi Mumbai,",Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,399,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XS,363,Navi Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Blouse,XL,460,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,S,435,Pune,Maharashtra,False
2022-04-29,Shipped,Merchant,Standard,Kurta,S,353,Bidar,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,3XL,399,Ahmadnagar,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,3XL,432,Thane,Maharashtra,False
2022-04-29,Cancelled,Amazon,Expedited,Kurta,L,399,Bengaluru,Karnataka,False
2022-04-29,Shipped,Merchant,Standard,Kurta,XXL,399,Risod,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,458,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,L,487,Bengaluru,Karnataka,False
2022-04-29,Cancelled,Amazon,Expedited,Kurta,L,435,Thane,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,435,Pallipalayam,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XS,399,Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,442,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Top,XS,399,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,S,435,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XS,363,Karkal,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,3XL,376,Kanchipuram,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,399,Hyderabad,Telangana,False
2022-04-29,Shipped,Merchant,Standard,Kurta,M,442,Bengaluru,Karnataka,False
2022-04-29,Shipped,Merchant,Standard,Kurta,L,442,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Top,XL,487,Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,L,435,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,442,Dapoli,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Top,S,487,Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,352,Kancheepuram,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XS,399,Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Blouse,XXL,460,Pune,Maharashtra,False
2022-04-29,Shipped,Merchant,Standard,Kurta,L,458,Chennai,Tamil Nadu,False
2022-04-29,Cancelled,Amazon,Expedited,Blouse,XXL,460,Pune,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,459,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,352,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,484,Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Set,3XL,449,Bangalore,Karnataka,False
2022-04-29,Shipped,Merchant,Standard,Kurta,3XL,319,Tirupathur Sivaganga District,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Top,L,487,Bengaluru,Karnataka,False
2022-04-29,Cancelled,Amazon,Expedited,Kurta,M,376,Nagpur,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XS,459,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XS,399,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,458,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Top,S,487,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,432,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,L,458,Navi Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Top,S,487,Bengaluru,Karnataka,False
2022-04-29,Shipped,Merchant,Standard,Kurta,XL,363,Chamarajanagar,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,376,Mandya,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,442,Pune,Maharashtra,False
2022-04-29,Cancelled,Amazon,Expedited,Kurta,XL,363,Chamarajanagar,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,459,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,L,459,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,M,459,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Top,XXL,487,Hubballi,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,393,Shahada,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,329,Warangal,Telangana,False
2022-04-29,Shipped,Merchant,Standard,Kurta,M,499,Pune,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,3XL,487,Pune,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Set,L,496,Osmanabad,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,M,399,Hyderabad,Telangana,False
2022-04-29,Shipped,Merchant,Standard,Kurta,S,432,Navi Mumbai,Maharashtra,False
2022-04-29,Shipped,Merchant,Standard,Kurta,M,459,Aurangabad,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,L,432,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,M,368,Thane,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,L,487,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,L,353,Secunderabad,Telangana,False
2022-04-29,Shipped,Merchant,Standard,Kurta,M,406,Pune,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Set,L,478,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Merchant,Standard,Kurta,XXL,280,Mangaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,399,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,329,Mumbai,Maharashtra,False
2022-04-29,Shipped,Merchant,Standard,Kurta,M,295,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,L,399,Bengaluru,Karnataka,False
2022-04-29,Cancelled,Amazon,Expedited,Kurta,3XL,399,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,L,399,Hyderabad,Telangana,False
2022-04-29,Shipped,Merchant,Standard,Kurta,L,442,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Top,M,487,Pimpri Chinchwad,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,M,487,Thane,Maharashtra,False
2022-04-29,Shipped,Merchant,Standard,Set,XL,477,Bengaluru,Karnataka,False
2022-04-29,Shipped,Merchant,Standard,Kurta,3XL,353,Hyderabad,Telangana,False
2022-04-29,Returned,Merchant,Standard,Kurta,M,399,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Top,XL,399,Bengaluru,Karnataka,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,399,Nagpur,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,3XL,399,Chennai,Tamil Nadu,False
2022-04-29,Shipped,Merchant,Standard,Kurta,M,495,Hyderabad,Telangana,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,M,399,Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XXL,471,Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,499,Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,XL,353,Mumbai,Maharashtra,False
2022-04-29,Shipped,Amazon,Expedited,Kurta,3XL,376,Navi Mumbai,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,S,295,Chennai,Tamil Nadu,False
2022-04-28,Shipped,Merchant,Standard,Kurta,S,487,Chennai,Tamil Nadu,False
2022-04-28,Shipped,Merchant,Standard,Set,XL,478,Chennai,Tamil Nadu,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,XXL,376,Hyderabad,Telangana,False
2022-04-28,Cancelled,Amazon,Expedited,Kurta,XL,475,Pune,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,XL,399,Kolhapur,Maharashtra,False
2022-04-28,Returned,Merchant,Standard,Kurta,XL,318,Secunderabad,Telangana,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,M,362,Mumbai,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,L,487,Hyderabad,Telangana,False
2022-04-28,Shipped,Merchant,Standard,Kurta,L,499,Navi Mumbai,Maharashtra,False
2022-04-28,Shipped,Merchant,Standard,Kurta,L,499,Navi Mumbai,Maharashtra,False
2022-04-28,Shipped,Merchant,Standard,Set,XL,449,Thane,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,XS,399,Ulhasnagar,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,L,435,Mumbai,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,XXL,471,Hyderabad,Telangana,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,XXL,376,Hyderabad,Telangana,False
2022-04-28,Shipped,Amazon,Expedited,Set,3XL,455,Hyderabad,Telangana,False
2022-04-28,Shipped,Merchant,Standard,Kurta,XL,316,Secunderabad,Telangana,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,S,487,Butibori,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,XXL,432,Bhiwandi,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Top,M,359,Bengaluru,Karnataka,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,M,471,Jamkhandi,Karnataka,False
2022-04-28,Shipped,Amazon,Expedited,Top,XL,297,Hyderabad,Telangana,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,XL,442,Mumbai,Maharashtra,False
2022-04-28,Cancelled,Amazon,Expedited,Kurta,S,353,Bidar,Karnataka,False
2022-04-28,Shipped,Amazon,Expedited,Top,XL,339,Mumbai,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,M,435,Chennai,Tamil Nadu,False
2022-04-28,Shipped,Merchant,Standard,Kurta,S,329,Bengaluru,Karnataka,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,L,399,Mumbai,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,XL,399,Mumbai,Maharashtra,False
2022-04-28,Returned,Merchant,Standard,Kurta,M,363,Chennai,Tamil Nadu,False
2022-04-28,Shipped,Merchant,Standard,Kurta,M,459,Madurai,Tamil Nadu,False
2022-04-28,Shipped,Amazon,Expedited,Top,M,387,Kolar,Karnataka,False
2022-04-28,Shipped,Merchant,Standard,Top,M,487,Nalgonda,Telangana,False
2022-04-28,Shipped,Merchant,Standard,Kurta,XXL,486,Hyderabad,Telangana,False
2022-04-28,Shipped,Merchant,Standard,Kurta,XXL,487,Hyderabad,Telangana,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,XXL,376,Bengaluru,Karnataka,False
2022-04-28,Returned,Merchant,Standard,Set,M,474,Bengaluru,Karnataka,False
2022-04-28,Shipped,Merchant,Standard,Kurta,L,487,Hyderabad,Telangana,False
2022-04-28,Returned,Merchant,Standard,Kurta,M,352,Chennai,Tamil Nadu,False
2022-04-28,Shipped,Merchant,Standard,Kurta,M,495,Mumbai,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,S,435,Bengaluru,Karnataka,False
2022-04-28,Shipped,Merchant,Standard,Kurta,XS,459,Chennai,Tamil Nadu,False
2022-04-28,Shipped,Merchant,Standard,Kurta,L,399,Chengalpattu,Tamil Nadu,False
2022-04-28,Shipped,Merchant,Standard,Kurta,L,362,Mumbai,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Western Dress,XXL,496,Vasai Virar,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,M,399,Bengaluru,Karnataka,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,L,399,Bengaluru,Karnataka,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,L,406,Chennai,Tamil Nadu,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,XXL,399,Mumbai,Maharashtra,False
2022-04-28,Cancelled,Amazon,Expedited,Kurta,XS,399,Addakal,Telangana,False
2022-04-28,Shipped,Merchant,Standard,Kurta,S,499,Bengaluru,Karnataka,False
2022-04-28,Shipped,Merchant,Standard,Kurta,L,299,Bengaluru,Karnataka,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,S,399,Bengaluru,Karnataka,False
2022-04-28,Shipped,Amazon,Expedited,Top,L,487,Bengaluru,Karnataka,False
2022-04-28,Cancelled,Amazon,Expedited,Kurta,XS,399,Kanakammachathram,Tamil Nadu,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,XXL,376,Bangalore North,Karnataka,False
2022-04-28,Cancelled,Amazon,Expedited,Kurta,XS,399,Ramapuram Chennai,Tamil Nadu,False
2022-04-28,Shipped,Amazon,Expedited,Top,XXL,432,Mumbai,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,M,399,Pimpri Chinchwad,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,XL,435,Bangalore,Karnataka,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,XXL,471,Hyderabad,Telangana,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,S,329,Mumbai,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,XL,399,Mysuru,Karnataka,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,M,406,Pune,Maharashtra,False
2022-04-28,Shipped,Merchant,Standard,Kurta,3XL,399,Mumbai,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,XXL,471,Pune,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,XS,399,Pune,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,M,487,Bengaluru,Karnataka,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,XXL,342,Bangalore,Karnataka,False
2022-04-28,Shipped,Merchant,Standard,Kurta,S,329,Hyderabad,Telangana,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,XS,399,Pimpri Chinchwad,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,XXL,376,Hyderabad,Telangana,False
2022-04-28,Shipped,Merchant,Standard,Kurta,XXL,458,Bengaluru,Karnataka,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,L,329,Mumbai,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,3XL,487,Secunderabad,Telangana,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,XS,399,Hyderabad,Telangana,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,M,459,Chennai,Tamil Nadu,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,XL,442,Medak,Telangana,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,M,458,Hyderabad,Telangana,False
2022-04-28,Shipped,Amazon,Expedited,Top,L,487,Bengaluru,Karnataka,False
2022-04-28,Shipped,Amazon,Expedited,Kurta,3XL,376,Bangalore,Karnataka,False
2022-04-28,Shipped,Amazon,Expedited,Top,M,432,Mumbai,Maharashtra,False
2022-04-28,Shipped,Amazon,Expedited,Top,XXL,487,Chennai,Tamil Nadu,False
2022-04-28,Shipped,Merchant,Standard,Kurta,XXL,376,Chennai,Tamil Nadu,False
2022-04-28,Shipped,Merchant,Standard,Kurta,L,376,Chennai,Tamil Nadu,False
